className,amplifiedClass,targets,mutationScoreBefore,mutationScoreAfter,mutationImprove,numberOfOriginalTestMethods,targetLoc,testLoc,testAmpLoc,n_amplifiedMethods,n_notCoveredInOriginal,n_newCovered,n_notCoveredInAmplified,n_methodsNotProfiled,timeTotal,max_number_of_changes,numberOfProcessedMethods,testClassTimeToRunInMillis,numberOfAllMutationsInOriginal,numberOfTestMethodsBeforeShreding,timeBudgetFinished,duplicateMutants
ZnBase64EncoderTest,ZnBase64EncoderTest53,ZnBase64Encoder,79.03,79.03,0.00,10,204,139,0,0,26,0,26,0,78,0,10,2,124,10,False,0
ZnBivalentWriteStreamTest,ZnBivalentWriteStreamTest13,ZnBivalentWriteStream,44.44,44.44,0.00,2,51,21,0,0,10,0,10,1,4,0,2,1,18,2,False,0
ZnBufferedReadWriteStreamTest,ZnBufferedReadWriteStreamTest37,ZnBufferedReadWriteStream,60.71,92.86,32.14,11,104,114,55,2,11,9,2,2,299,3,11,1,28,11,False,0
ZnBufferedWriteStreamTest,ZnBufferedWriteStreamTest18,ZnBufferedWriteStream,34.25,34.25,0.00,3,167,27,0,0,48,0,48,16,128,0,3,1,73,3,False,0
ZnCRLFReadStreamTest,ZnCRLFReadStreamTest16,ZnCRLFReadStream,51.06,51.06,0.00,3,75,82,0,0,23,0,23,3,12,0,3,1,47,3,False,0
ZnDigestAuthenticatorTest,ZnDigestAuthenticatorTest13,ZnDigestAuthenticator,21.05,21.05,0.00,2,94,36,0,0,30,0,30,4,24,0,2,1,38,2,False,0
ZnEasyTest,ZnEasyTest16,ZnEasy,60.00,60.00,0.00,9,182,111,0,0,6,0,6,6,774,0,3,2363,15,10,True,0
ZnEntityReaderTest,ZnEntityReaderTest18,ZnEntityReader,52.22,62.22,10.00,4,75,52,69,3,43,9,34,0,107,2,4,3,90,4,False,0
ZnEntityWriterTest,ZnEntityWriterTest23,ZnEntityWriter,60.61,60.61,0.00,4,40,71,0,0,13,0,13,0,273,0,4,264,33,4,False,0
ZnFastLineReaderTest,ZnFastLineReaderTest13,ZnFastLineReader,90.00,90.00,0.00,2,46,41,0,0,2,0,2,1,26,0,2,1,20,2,False,0
ZnHeadersTest,ZnHeadersTest48,ZnHeaders,23.44,51.56,28.12,9,251,82,148,4,98,36,62,15,119,1,9,2,128,9,False,0
ZnHtmlOutputStreamTest,ZnHtmlOutputStreamTest73,ZnHtmlOutputStream,75.00,75.00,0.00,14,212,80,0,0,6,0,6,5,27,0,14,1,24,14,False,0
ZnImageExampleDelegateTest,ZnImageExampleDelegateTest15,ZnImageExampleDelegate,58.14,58.14,0.00,3,77,51,0,0,18,0,18,1,768,0,3,1219,43,3,True,0
ZnLimitedReadStreamTest,ZnLimitedReadStreamTest46,ZnLimitedReadStream,58.90,71.23,12.33,10,124,71,94,5,30,9,21,4,140,2,10,1,73,10,False,0
ZnLineReaderTest,ZnLineReaderTest23,ZnLineReader,65.00,70.00,5.00,4,48,24,0,0,14,2,12,0,16,0,4,1,40,4,False,0
ZnMessageBenchmarkTest,ZnMessageBenchmarkTest13,ZnMessageBenchmark,80.00,80.00,0.00,2,156,20,0,0,6,0,6,3,176,0,2,562,30,2,False,0
ZnMimeTypeTest,ZnMimeTypeTest63,ZnMimeType,53.46,66.04,12.58,12,374,100,98,3,74,20,54,4,158,1,12,2,159,12,False,0
ZnMultiValueDictionaryTest,ZnMultiValueDictionaryTest23,ZnMultiValueDictionary,60.53,84.21,23.68,4,62,38,87,3,15,9,6,3,14,1,4,1,38,4,False,0
ZnNewLineWriterStreamTest,ZnNewLineWriterStreamTest13,ZnNewLineWriterStream,86.36,86.36,0.00,2,41,24,0,0,3,0,3,0,4,0,2,2,22,2,False,0
ZnPercentEncoderTest,ZnPercentEncoderTest38,ZnPercentEncoder,93.33,95.56,2.22,7,88,48,0,0,3,1,2,2,52,0,7,1,45,7,False,0
ZnPositionableReadStreamTest,ZnPositionableReadStreamTest50,ZnPositionableReadStream,76.39,81.94,5.56,14,157,168,39,2,17,4,13,2,304,1,14,13,72,14,False,0
ZnReadEvalPrintDelegateTest,ZnReadEvalPrintDelegateTest2,ZnReadEvalPrintDelegate,47.22,47.22,0.00,1,54,24,0,0,19,0,19,3,23,0,0,31,36,1,False,0
ZnRequestLineTest,ZnRequestLineTest23,ZnRequestLine,20.29,27.54,7.25,4,102,20,33,2,55,5,50,3,21,1,4,1,69,4,False,0
ZnRequestTest,ZnRequestTest37,ZnRequest,39.29,53.57,14.29,7,178,93,38,1,51,12,39,11,162,0,7,3,84,7,False,0
ZnResourceMetaUtilsTest,ZnResourceMetaUtilsTest18,ZnResourceMetaUtils,57.14,57.14,0.00,3,112,18,0,0,6,0,6,0,5,0,3,2,14,3,False,0
ZnResponseTest,ZnResponseTest38,ZnResponse,25.56,43.33,17.78,12,275,132,62,1,67,16,51,16,389,1,12,150,90,12,False,0
ZnStaticFileDecoratorDelegateTest,ZnStaticFileDecoratorDelegateTest7,ZnStaticFileDecoratorDelegate,80.00,80.00,0.00,1,23,15,0,0,2,0,2,0,7,0,1,2,10,1,False,0
ZnStaticFileServerDelegateTest,ZnStaticFileServerDelegateTest28,ZnStaticFileServerDelegate,47.73,47.73,0.00,5,130,133,0,0,46,0,46,3,459,0,5,131,88,5,False,0
ZnStatusLineTest,ZnStatusLineTest38,ZnStatusLine,28.07,29.82,1.75,7,146,38,13,1,41,1,40,3,47,1,7,1,57,7,False,0
ZnUserAgentSessionTest,ZnUserAgentSessionTest18,ZnUserAgentSession,20.00,40.00,20.00,3,26,20,16,1,8,2,6,4,7,0,3,1,10,3,False,0
