className,amplifiedClass,targets,mutationScoreBefore,mutationScoreAfter,mutationImprove,numberOfOriginalTestMethods,targetLoc,testLoc,testAmpLoc,n_amplifiedMethods,n_notCoveredInOriginal,n_newCovered,n_notCoveredInAmplified,n_methodsNotProfiled,timeTotal,max_number_of_changes,numberOfProcessedMethods,testClassTimeToRunInMillis,numberOfAllMutationsInOriginal,numberOfTestMethodsBeforeShreding,timeBudgetFinished,duplicateMutants
WAComboResponseTest1To3,WAComboResponseTest89,WAComboResponse,42.55,48.94,6.38,28,136,41,21,1,27,3,24,5,744,0,18,3,47,3,True,0
WAComponentTest,WAComponentTest67,WAComponent,51.22,57.32,6.10,15,238,316,47,2,40,5,35,40,723,0,13,4,82,15,True,0
WACookieForBrowserIPForCrawlerTrackingStrategyTest,WACookieForBrowserIPForCrawlerTrackingStrategyTest13,WACookieForBrowserIPForCrawlerTrackingStrategy,43.75,43.75,0.00,2,32,33,0,0,9,0,9,5,4,0,2,2,16,2,False,0
WACookieIfSupportedSessionTrackingStrategyTest,WACookieIfSupportedSessionTrackingStrategyTest73,WACookieIfSupportedSessionTrackingStrategy,0.00,0.00,0.00,14,24,16,0,0,15,0,15,0,61,0,14,4,15,2,False,0
WACookieOnlySessionTrackingStrategyTest,WACookieOnlySessionTrackingStrategyTest68,WACookieOnlySessionTrackingStrategy,0.00,0.00,0.00,13,14,8,0,0,6,0,6,0,43,0,13,4,6,1,False,0
WACookieTest1To15,WACookieTest78,WACookie,50.00,56.06,6.06,15,168,216,199,2,33,4,29,10,158,1,15,5,66,16,False,0
WACurrentRequestContextTest,WACurrentRequestContextTest13,WACurrentRequestContext,0.00,0.00,0.00,2,4,6,0,0,1,0,1,0,2,0,2,1,1,2,False,0
WADispatcherTest,WADispatcherTest73,WADispatcher,36.67,46.67,10.00,14,81,44,41,3,19,3,16,5,223,1,14,4,30,3,False,0
WADocumentHandlerTest,WADocumentHandlerTest63,WADocumentHandler,47.37,73.68,26.32,12,41,12,45,2,10,5,5,1,194,1,12,3,19,1,False,0
WAEnterpriseAuberginesStrategyTest,WAEnterpriseAuberginesStrategyTest73,WAEnterpriseAuberginesStrategy,23.81,23.81,0.00,14,28,24,0,0,16,0,16,0,55,0,14,4,21,3,False,0
WAErrorHandlerTest,WAErrorHandlerTest58,WAErrorHandler,38.46,38.46,0.00,11,18,30,0,0,8,0,8,0,83,0,11,4,13,4,False,0
WAFileHandlerTest1To5,WAFileHandlerTest83,WAFileHandler,65.38,73.08,7.69,16,62,67,12,1,9,2,7,1,310,1,16,5,26,5,False,0
WAFileLibraryTest16To17,WAFileLibraryTest13,WAFileLibrary,57.58,57.58,0.00,2,123,45,0,0,14,0,14,7,44,0,2,7,33,17,False,0
WAFileLibraryTest1To15,WAFileLibraryTest78,WAFileLibrary,57.58,57.58,0.00,15,123,166,0,0,14,0,14,7,256,0,15,14,33,17,False,0
WAFileMetadataLibraryTest,WAFileMetadataLibraryTest68,WAFileMetadataLibrary,46.34,46.34,0.00,13,178,145,0,0,22,0,22,12,112,0,13,36,41,13,False,0
WAFileTest,WAFileTest33,WAFile,89.47,92.11,2.63,6,38,47,15,1,4,1,3,0,19,1,6,2,38,6,False,0
WAFormTagTest,WAFormTagTest24,WAFormTag,91.67,91.67,0.00,5,39,50,0,0,2,0,2,0,15,0,5,4,24,5,False,0
WAHeaderFieldsTest1To5,WAHeaderFieldsTest171,WAHeaderFields,83.33,94.44,11.11,35,10,70,21,1,3,2,1,0,358,2,35,4,18,5,False,0
WAHtmlAttributesTest,WAHtmlAttributesTest40,WAHtmlAttributes,94.74,94.74,0.00,8,40,83,0,0,1,0,1,1,57,0,8,3,19,8,False,0
WAHttpVersionTest,WAHttpVersionTest73,WAHttpVersion,86.21,91.95,5.75,14,73,124,80,4,12,5,7,0,33,3,14,2,87,14,False,0
WAIPSessionTrackingStrategyTest,WAIPSessionTrackingStrategyTest33,WAIPSessionTrackingStrategy,50.00,50.00,0.00,6,6,10,0,0,1,0,1,0,12,0,6,3,2,0,False,0
WAKeyGeneratorTest,WAKeyGeneratorTest8,WAKeyGenerator,66.67,66.67,0.00,1,40,11,0,0,1,0,1,4,9,0,1,9,3,1,False,0
WALegacyRedirectionHandlerTest,WALegacyRedirectionHandlerTest8,WALegacyRedirectionHandler,0.00,0.00,0.00,1,12,18,0,0,1,0,1,0,2,0,1,1,1,1,False,0
WALocaleTest,WALocaleTest38,WALocale,78.38,78.38,0.00,7,153,59,0,0,8,0,8,1,19,0,7,1,37,7,False,0
WAMergedRequestFieldsTest1To15,WAMergedRequestFieldsTest78,WAMergedRequestFields,96.77,100.00,3.23,15,56,142,12,1,1,1,0,1,53,1,15,2,31,16,False,0
WAMimeDocumentTest,WAMimeDocumentTest33,WAMimeDocument,18.75,25.00,6.25,6,51,40,30,2,26,2,24,0,127,1,6,1,32,6,False,0
WAMimeTypeTest,WAMimeTypeTest63,WAMimeType,77.17,81.10,3.94,12,223,112,0,0,29,5,24,2,46,0,12,2,127,12,False,0
WAMutexTest,WAMutexTest27,WAMutex,88.89,88.89,0.00,6,23,101,0,0,1,0,1,0,300,0,5,2,9,6,False,0
WAObjectTest,WAObjectTest13,WAObject,50.00,50.00,0.00,2,13,11,0,0,2,0,2,0,5,0,2,2,4,2,False,0
WAPharoEncoderTest,WAPharoEncoderTest66,WAPharoEncoder,66.67,73.91,7.25,14,78,54,38,1,23,5,18,12,130,1,14,5,69,5,False,0
WARegistryTest,WARegistryTest68,WARegistry,44.00,52.00,8.00,13,126,46,16,1,14,2,12,11,170,1,13,4,25,2,False,0
WARenderContextTest,WARenderContextTest10,WARenderContext,53.33,53.33,0.00,2,79,26,0,0,14,0,14,10,5,0,2,2,30,2,False,0
WARenderLoopContinuationTest,WARenderLoopContinuationTest8,WARenderLoopContinuation,10.00,10.00,0.00,1,77,11,0,0,18,0,18,5,2,0,1,1,20,1,False,0
WARequestContextTest,WARequestContextTest8,WARequestContext,12.33,35.62,23.29,1,170,15,98,2,64,17,47,6,31,1,1,2,73,1,False,0
WARequestTest,WARequestTest48,WARequest,64.42,75.96,11.54,9,212,91,56,1,37,12,25,11,122,0,9,2,104,9,False,0
WAResponseGeneratorTest,WAResponseGeneratorTest19,WAResponseGenerator,40.00,53.33,13.33,5,100,35,19,1,9,2,7,3,133,1,5,2,15,5,False,0
WAServerManagerTest,WAServerManagerTest18,WAServerManager,54.76,69.05,14.29,3,74,52,35,1,19,6,13,2,52,1,3,1,42,3,False,0
WASessionTest,WASessionTest8,WASession,41.18,50.00,8.82,1,99,54,30,1,20,3,17,7,17,0,1,3,34,1,False,0
WAStreamedResponseTest1To9,WAStreamedResponseTest83,WAStreamedResponse,86.36,86.36,0.00,34,56,82,0,0,3,0,3,1,186,0,34,4,22,9,False,0
WAUnidirectionalCacheTest,WAUnidirectionalCacheTest28,WAUnidirectionalCache,80.00,100.00,20.00,5,31,25,11,1,1,1,0,2,262,1,5,1,5,1,False,0
WAXmlCanvasTest,WAXmlCanvasTest6,WAXmlCanvas,33.33,33.33,0.00,1,25,12,0,0,2,0,2,1,1,0,1,1,3,1,False,0
