className,amplifiedClass,targets,mutationScoreBefore,mutationScoreAfter,mutationImprove,numberOfOriginalTestMethods,targetLoc,testLoc,testAmpLoc,n_amplifiedMethods,n_notCoveredInOriginal,n_newCovered,n_notCoveredInAmplified,n_methodsNotProfiled,timeTotal,max_number_of_changes,numberOfProcessedMethods,testClassTimeToRunInMillis,numberOfAllMutationsInOriginal,numberOfTestMethodsBeforeShreding,timeBudgetFinished,duplicateMutants
BaseIdTest,BaseIdTest24,BaseId,80.00,100.00,20.00,6,32,43,28,2,2,2,0,2,69,1,2,1,10,6,False,0
BlockMorphTest,BlockMorphTest14,BlockMorph,4.80,4.80,0.00,5,649,75,0,0,595,0,595,40,746,0,1,2,625,5,True,0
CommandBlockMorphTest,CommandBlockMorphTest41,CommandBlockMorph,27.33,31.23,3.90,12,465,162,76,2,242,13,229,10,832,2,6,31,333,12,True,0
LazyArrayTest16To30,LazyArrayTest94,LazyArray,68.10,72.39,4.29,15,179,154,48,3,52,7,45,5,576,2,15,3,163,31,False,0
ObjStreamTest,ObjStreamTest22,ObjStream,74.06,74.40,0.34,3,660,105,13,1,76,1,75,4,229,0,3,28,293,3,False,0
SColorListTest,SColorListTest10,SColorList,45.38,47.06,1.68,1,277,23,61,1,65,2,63,5,15,0,1,1,119,1,False,0
SDisplayTest16To18,SDisplayTest11,SDisplay,39.39,39.39,0.00,3,127,34,0,0,40,0,40,9,744,0,1,4,66,18,True,0
SDisplayTest1To15,SDisplayTest36,SDisplay,39.39,39.39,0.00,15,127,121,0,0,40,0,40,7,733,0,1,11,66,18,True,0
SMicroWorldTest16To20,SMicroWorldTest34,SMicroWorld,29.81,39.42,9.62,5,311,207,402,14,73,10,63,34,571,3,5,9,104,20,False,0
SMicroWorldTest1To15,SMicroWorldTest94,SMicroWorld,29.81,44.23,14.42,15,311,194,431,19,73,15,58,31,742,3,15,11,104,20,False,0
SNativeDiffuserTest16To21,SNativeDiffuserTest40,SNativeDiffuser,97.00,98.00,1.00,6,209,132,13,1,3,1,2,7,79,0,6,2,100,21,False,0
SNativeDiffuserTest1To15,SNativeDiffuserTest94,SNativeDiffuser,97.00,98.00,1.00,15,209,270,12,1,3,1,2,4,113,0,15,3,100,21,False,0
SObserverTest,SObserverTest21,SObserver,5.88,5.88,0.00,4,68,35,0,0,48,0,48,8,37,0,4,2,51,4,False,0
SPatchesTest16To30,SPatchesTest94,SPatches,87.80,92.68,4.88,15,156,205,47,3,10,4,6,10,256,3,15,13,82,31,False,0
SPatchesTest1To15,SPatchesTest94,SPatches,87.80,96.34,8.54,15,156,312,159,5,10,7,3,12,448,3,15,19,82,31,False,0
SProcessTest16To18,SProcessTest22,SProcess,71.79,74.36,2.56,3,94,44,13,1,11,1,10,3,16,1,3,1,39,18,False,0
SProcessTest1To15,SProcessTest94,SProcess,71.79,74.36,2.56,15,94,147,15,1,11,1,10,0,96,1,15,6,39,18,False,0
STurtlesTest16To26,STurtlesTest70,STurtles,86.67,91.11,4.44,11,110,118,12,1,6,2,4,3,396,0,11,4,45,26,False,0
ScratchBlockDefTest16To17,ScratchBlockDefTest16,ScratchBlockDef,85.37,85.37,0.00,2,67,37,0,0,6,0,6,4,7,0,2,3,41,17,False,0
ScratchBlockDefTest1To15,ScratchBlockDefTest94,ScratchBlockDef,85.37,85.37,0.00,15,67,136,0,0,6,0,6,0,71,0,15,21,41,17,False,0
ScratchBytecodeGeneratorTest16To30,ScratchBytecodeGeneratorTest68,ScratchBytecodeGenerator,66.67,66.67,0.00,15,181,226,0,0,21,0,21,21,121,0,15,3,63,47,False,0
ScratchBytecodeGeneratorTest1To15,ScratchBytecodeGeneratorTest73,ScratchBytecodeGenerator,66.67,66.67,0.00,15,181,242,0,0,21,0,21,27,144,0,15,3,63,47,False,0
